question,scam_score,is_scam,timestamp,user_id,upvotes,category
Is this $5000 investment that promises 7% returns legitimate?,84.40710945399523,1,2025-08-21 16:13:58.943066,user_9424,5,investment
"Someone offered me a quick money opportunity, should I invest?",77.8832074245531,1,2025-08-21 16:13:58.943078,user_1147,5,investment
Is this $10000 investment that promises 30% returns legitimate?,71.21693339990767,1,2024-12-04 16:13:58.943091,user_2352,5,investment
Is quick money trading bot that guarantees 7% profit real?,65.41010700268652,1,2024-09-16 16:13:58.943104,user_3656,0,investment
Is this $1000 investment that promises 90% returns legitimate?,79.90400580220361,1,2025-06-23 16:13:58.943117,user_6016,1,investment
Is this $10000 investment that promises 30% returns legitimate?,91.84383752134123,1,2025-04-25 16:13:58.943130,user_9593,5,investment
"Someone offered me a quick money opportunity, should I invest?",60.0,1,2025-08-26 16:13:58.943146,user_1384,4,investment
Is this quick money investment that promises 30% returns legitimate?,95.0,1,2025-09-13 16:13:58.943160,user_7108,2,investment
Is this $10000 investment that promises 7% returns legitimate?,74.74933118479609,1,2024-12-02 16:13:58.943174,user_1870,0,investment
Can I really earn $10000 per day with this 7 system?,74.99605904313783,1,2025-07-03 16:13:58.943187,user_4780,1,investment
"Someone offered me a quick money opportunity, should I invest?",87.21616358928897,1,2025-05-06 16:13:58.943203,user_2496,1,investment
"Someone offered me a $1000 opportunity, should I invest?",75.4985148616786,1,2025-04-02 16:13:58.943216,user_9446,5,investment
How can I make $5000 in 30 days with this forex robot strategy?,92.31683322357782,1,2025-05-12 16:13:58.943228,user_9112,0,investment
Is this $5000 investment that promises 90% returns legitimate?,78.30296297721118,1,2025-07-23 16:13:58.943243,user_2405,4,investment
Is $5000 trading bot that guarantees 90% profit real?,77.15756769655526,1,2024-12-14 16:13:58.943259,user_8624,0,investment
Is $1000 trading bot that guarantees 90% profit real?,69.2364842817245,1,2025-05-21 16:13:58.943272,user_8639,3,investment
Is $5000 trading bot that guarantees 7% profit real?,73.36343252659894,1,2025-04-12 16:13:58.943285,user_1911,2,investment
Can I really earn $5000 per day with this 90 system?,68.59382768044105,1,2025-05-26 16:13:58.943298,user_1967,0,investment
Can I really earn $10000 per day with this 7 system?,87.510983939354,1,2025-01-12 16:13:58.943311,user_2703,1,investment
Is this $1000 investment that promises 90% returns legitimate?,72.38249012089754,1,2025-05-27 16:13:58.943326,user_3792,4,investment
How can I make $10000 in 30 days with this pump and dump strategy?,67.03082825503107,1,2025-02-20 16:13:58.943339,user_2423,4,investment
Is $1000 trading bot that guarantees 90% profit real?,70.77405236499544,1,2025-01-28 16:13:58.943359,user_8864,4,investment
How can I make $5000 in 7 days with this pump and dump strategy?,80.67564482069383,1,2024-10-16 16:13:58.943373,user_1611,2,investment
How can I make $1000 in 7 days with this ponzi strategy?,76.4545327969987,1,2024-11-26 16:13:58.943386,user_9386,0,investment
How can I make $5000 in 30 days with this passive income strategy?,76.13981526625378,1,2025-08-18 16:13:58.943400,user_2458,1,investment
How can I make quick money in 90 days with this affiliate marketing strategy?,87.71466605402279,1,2025-03-27 16:13:58.943413,user_6474,2,investment
"Someone offered me a $5000 opportunity, should I invest?",77.05609133286083,1,2025-01-14 16:13:58.943429,user_1311,1,investment
"Someone offered me a $1000 opportunity, should I invest?",86.65535763205034,1,2024-12-08 16:13:58.943442,user_5613,3,investment
Can I really earn $1000 per day with this 90 system?,72.57597938949002,1,2025-01-14 16:13:58.943457,user_2678,3,investment
Is $5000 trading bot that guarantees 90% profit real?,70.31935808020025,1,2024-12-12 16:13:58.943471,user_7694,4,investment
"Someone offered me a $5000 opportunity, should I invest?",86.35514008430589,1,2024-12-01 16:13:58.943485,user_1843,5,investment
"Someone offered me a $10000 opportunity, should I invest?",78.98355484175597,1,2025-05-27 16:13:58.943498,user_3632,4,investment
Is this $1000 investment that promises 7% returns legitimate?,90.58009554261334,1,2025-03-30 16:13:58.943512,user_5850,1,investment
Is $10000 trading bot that guarantees 90% profit real?,78.1537717727716,1,2025-08-28 16:13:58.943525,user_1823,3,investment
Can I really earn quick money per day with this 7 system?,81.34288639925418,1,2025-03-14 16:13:58.943538,user_4965,0,investment
Is this $5000 investment that promises 30% returns legitimate?,71.71099546076913,1,2025-04-05 16:13:58.943552,user_8202,2,investment
Is $10000 trading bot that guarantees 30% profit real?,95.0,1,2024-10-21 16:13:58.943565,user_2604,3,investment
Is this $1000 investment that promises 30% returns legitimate?,80.61043941552259,1,2025-02-16 16:13:58.943580,user_6884,0,investment
Is this $1000 investment that promises 7% returns legitimate?,68.14821793236423,1,2025-05-02 16:13:58.943594,user_7073,3,investment
"Someone offered me a $5000 opportunity, should I invest?",75.32654404909842,1,2024-12-15 16:13:58.943607,user_9812,1,investment
How can I make $5000 in 30 days with this no experience needed strategy?,74.75054049747803,1,2025-08-21 16:13:58.943621,user_1330,3,investment
Is $10000 trading bot that guarantees 90% profit real?,90.54411170490825,1,2025-03-30 16:13:58.943634,user_7628,1,investment
"Someone offered me a $10000 opportunity, should I invest?",76.71592806823743,1,2025-02-12 16:13:58.943646,user_9967,2,investment
Is this $5000 investment that promises 90% returns legitimate?,76.35859137849317,1,2024-11-09 16:13:58.943660,user_2887,3,investment
Can I really earn $10000 per day with this 90 system?,83.11457366157859,1,2025-01-21 16:13:58.943673,user_8600,2,investment
Can I really earn $10000 per day with this 7 system?,95.0,1,2025-01-01 16:13:58.943687,user_9237,2,investment
Is $1000 trading bot that guarantees 30% profit real?,72.69798124903323,1,2025-02-22 16:13:58.943704,user_1559,4,investment
"Someone offered me a $10000 opportunity, should I invest?",85.76065128356312,1,2025-02-01 16:13:58.943717,user_1150,3,investment
Is $10000 trading bot that guarantees 30% profit real?,71.86754682640645,1,2025-01-01 16:13:58.943731,user_5043,3,investment
Is this quick money investment that promises 7% returns legitimate?,77.30969981093813,1,2025-02-21 16:13:58.943744,user_9633,3,investment
Is this $5000 investment that promises 30% returns legitimate?,77.04524420028037,1,2025-07-29 16:13:58.943757,user_2821,4,investment
Is $5000 trading bot that guarantees 30% profit real?,69.72785981714303,1,2025-09-04 16:13:58.943771,user_2820,0,investment
How can I make $1000 in 90 days with this get rich quick strategy?,91.5092030098493,1,2025-04-17 16:13:58.943784,user_7422,5,investment
Is this $1000 investment that promises 30% returns legitimate?,72.94884021907451,1,2025-01-07 16:13:58.943798,user_9794,3,investment
Can I really earn quick money per day with this 30 system?,77.13148179597655,1,2025-04-02 16:13:58.943811,user_8862,2,investment
Is this $5000 investment that promises 30% returns legitimate?,85.3852950695898,1,2025-01-24 16:13:58.943825,user_1047,0,investment
Is this $1000 investment that promises 30% returns legitimate?,76.61405374602525,1,2024-12-24 16:13:58.943838,user_8138,0,investment
Is $5000 trading bot that guarantees 90% profit real?,92.89806987335191,1,2024-11-29 16:13:58.943851,user_9818,1,investment
Is quick money trading bot that guarantees 90% profit real?,80.53807358623584,1,2025-06-19 16:13:58.943865,user_9501,2,investment
How can I make $1000 in 7 days with this ponzi strategy?,83.17485048808867,1,2025-01-21 16:13:58.943878,user_9862,0,investment
Is $10000 trading bot that guarantees 90% profit real?,95.0,1,2025-04-04 16:13:58.943893,user_5055,4,investment
"Someone offered me a quick money opportunity, should I invest?",63.44348676274383,1,2024-10-31 16:13:58.943907,user_5245,5,investment
Can I really earn quick money per day with this 7 system?,77.28315578284713,1,2025-04-02 16:13:58.943921,user_6791,1,investment
Can I really earn $5000 per day with this 90 system?,78.70944266279311,1,2025-08-29 16:13:58.943935,user_6332,2,investment
Is $1000 trading bot that guarantees 30% profit real?,83.93977665117836,1,2024-11-09 16:13:58.943948,user_7004,0,investment
Is this $5000 investment that promises 90% returns legitimate?,64.07231080946191,1,2025-03-30 16:13:58.943964,user_6279,0,investment
Is this quick money investment that promises 90% returns legitimate?,68.27735005037478,1,2025-07-04 16:13:58.943979,user_9213,3,investment
Is quick money trading bot that guarantees 90% profit real?,80.07466581323021,1,2025-06-02 16:13:58.943992,user_8724,5,investment
How can I make $10000 in 7 days with this exclusive deal strategy?,90.6673190314351,1,2025-09-06 16:13:58.944005,user_1113,4,investment
"Someone offered me a $1000 opportunity, should I invest?",90.69486003414286,1,2025-02-12 16:13:58.944019,user_4564,3,investment
Can I really earn $1000 per day with this 30 system?,77.82373008274706,1,2025-02-16 16:13:58.944033,user_7611,3,investment
Can I really earn quick money per day with this 7 system?,86.63842993797684,1,2025-04-04 16:13:58.944046,user_8666,3,investment
Is this $5000 investment that promises 30% returns legitimate?,72.64563104513283,1,2024-10-17 16:13:58.944059,user_5625,5,investment
"Someone offered me a $5000 opportunity, should I invest?",80.57385357583024,1,2024-11-27 16:13:58.944072,user_1068,5,investment
Can I really earn $1000 per day with this 30 system?,71.12820796207563,1,2024-09-16 16:13:58.944085,user_4546,1,investment
Is quick money trading bot that guarantees 30% profit real?,87.29722624971308,1,2025-06-29 16:13:58.944099,user_5978,1,investment
Can I really earn $10000 per day with this 7 system?,81.70147537471256,1,2024-12-02 16:13:58.944124,user_7483,3,investment
Is $10000 trading bot that guarantees 7% profit real?,95.0,1,2025-07-18 16:13:58.944139,user_7231,1,investment
"Someone offered me a $5000 opportunity, should I invest?",62.9166607060959,1,2025-02-26 16:13:58.944161,user_2936,2,investment
Can I really earn $1000 per day with this 7 system?,81.60486547292379,1,2024-12-03 16:13:58.944174,user_6579,2,investment
"Someone offered me a quick money opportunity, should I invest?",71.82861642571379,1,2025-01-15 16:13:58.944188,user_7015,1,investment
Is this $1000 investment that promises 90% returns legitimate?,90.52831355953322,1,2025-05-29 16:13:58.944201,user_8172,5,investment
"Someone offered me a $1000 opportunity, should I invest?",74.80106035848934,1,2024-12-11 16:13:58.944215,user_2748,1,investment
"Someone offered me a quick money opportunity, should I invest?",82.01021032388765,1,2025-02-24 16:13:58.944228,user_2686,2,investment
Is $5000 trading bot that guarantees 30% profit real?,75.48907157033851,1,2025-08-01 16:13:58.944241,user_6699,0,investment
Is $10000 trading bot that guarantees 30% profit real?,73.84578003031575,1,2025-01-11 16:13:58.944257,user_6296,2,investment
"Someone offered me a $5000 opportunity, should I invest?",92.5999317873792,1,2025-08-24 16:13:58.944270,user_9613,0,investment
How can I make $5000 in 30 days with this limited time offer strategy?,85.92479217750106,1,2025-07-27 16:13:58.944284,user_2740,4,investment
"Someone offered me a $1000 opportunity, should I invest?",81.07447058161237,1,2025-06-11 16:13:58.944297,user_7604,1,investment
Can I really earn quick money per day with this 90 system?,73.75531121438,1,2025-06-23 16:13:58.944310,user_9201,4,investment
"Someone offered me a $5000 opportunity, should I invest?",71.20569780894735,1,2024-10-03 16:13:58.944323,user_7524,0,investment
Can I really earn $10000 per day with this 90 system?,73.82889025291034,1,2025-05-21 16:13:58.944336,user_7405,1,investment
Is this $10000 investment that promises 90% returns legitimate?,95.0,1,2024-12-03 16:13:58.944352,user_8692,0,investment
Can I really earn quick money per day with this 90 system?,66.98849428852802,1,2025-08-09 16:13:58.944366,user_6803,5,investment
Is $1000 trading bot that guarantees 7% profit real?,81.64437294783832,1,2025-04-17 16:13:58.944379,user_1722,2,investment
"Someone offered me a $5000 opportunity, should I invest?",74.13057116782656,1,2025-02-05 16:13:58.944400,user_2886,2,investment
Can I really earn $10000 per day with this 7 system?,77.54410576592119,1,2025-05-04 16:13:58.944413,user_8035,4,investment
Is this $10000 investment that promises 30% returns legitimate?,89.24480604757791,1,2025-04-29 16:13:58.944427,user_6230,3,investment
"Someone offered me a $1000 opportunity, should I invest?",63.5204176312681,1,2025-06-29 16:13:58.944441,user_5086,0,investment
Is quick money trading bot that guarantees 90% profit real?,84.69651281927439,1,2024-11-20 16:13:58.944455,user_4939,5,investment
Is this quick money investment that promises 30% returns legitimate?,87.65744762777108,1,2024-10-27 16:13:58.944468,user_7166,1,investment
Can I really earn $5000 per day with this 30 system?,91.66405659513278,1,2025-01-27 16:13:58.944481,user_7501,2,investment
Is this $5000 investment that promises 30% returns legitimate?,65.00716660648277,1,2024-09-22 16:13:58.944494,user_9820,0,investment
Can I really earn $1000 per day with this 30 system?,70.99772151061674,1,2024-10-15 16:13:58.944508,user_5119,5,investment
How can I make $5000 in 7 days with this easy money strategy?,88.5204883875355,1,2025-02-26 16:13:58.944524,user_1053,1,investment
How can I make $5000 in 7 days with this investment opportunity strategy?,93.67583938642247,1,2024-12-28 16:13:58.944539,user_9390,3,investment
Is this $5000 investment that promises 90% returns legitimate?,81.42315947390827,1,2025-08-26 16:13:58.944552,user_7566,5,investment
"Someone offered me a $10000 opportunity, should I invest?",84.42422776202733,1,2024-09-15 16:13:58.944566,user_6146,2,investment
